Alcohol Notalcohol,Belted Unbelted,Bike Nonbike,Collision Type,CRASH_DT (copy),Crash Dt,Crash Event Type Dsc,Crash Military Tm,Crash Severity,Juris Name Used,Area Type Used,First Harmful Event of Entire Crash,Time Slicing Used,Phy_Juris_Nm,Offset-Ft,Intersection Analysis,Day Of Week,Deer Nodeer,TOTAL CRASH,Document Nbr,FAC,First Harmful Event,FUN,Gr Nogr,Hitrun Not Hitrun,Injury Crashes,Intersection Type,Int Doc,K_CRASH,K People,Lgtruck Nonlgtruck,Light Condition,MAINLINE (group),Mainline Yn,Motor Nonmotor,Node Info,Ownership,Total People Killed & Injured,Ped Nonped,Persons Injured,VSP_Used,Rd Type,Relation To Roadway,Rns Mp,Roadway Alignment,Roadway Description,Roadway Surface Cond,Rte Nm,School Zone,Senior Notsenior,Speed Notspeed,Time Slicing,Total Crashes including Property Damage Only,Traffic Control Type,District_Used ,Weather Condition,Work Zone Related,Young Notyoung
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,3/26/2011,3/26/2011,20. Motor Vehicle In Transport,600,C.Non-Visible Injury,Norfolk,Urban,20. Motor Vehicle In Transport,3AM TO 6AM,122.Norfolk,391,Intersection,Saturday,Not DEER,1,111300191,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,111300191,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,483355.  SR00166       SR00166      12208639      12208639,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,3.57,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA122UR08639SB,3. No,Not SENIOR,Not SPEED,3AM TO 6AM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,3/28/2011,3/28/2011,22. Bicycle,1759,A.Ambulatory Injury,Norfolk,Urban,22. Bicycle,3PM TO 6PM,122.Norfolk,961,Intersection,Monday,Not DEER,1,111300097,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,2. Two Approaches,111300097,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483653.  SR00337       SR00337      12208560      12208560,SEC_URBAN,1,Not PED,1,5,NOT-RD,1. Main-Line Roadway,0.37,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA122UR08560EB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,14. Ped Crosswalk,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
ALCOHOL,Not UNBELTED,BIKE,2. Angle,3/31/2011,3/31/2011,22. Bicycle,1630,A.Ambulatory Injury,Chesapeake,Urban,22. Bicycle,3PM TO 6PM,131.Chesapeake,818,Intersection,Thursday,Not DEER,1,111330217,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,2. Two Approaches,111330217,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483394. 13108717      13108717     C1SR00168     C1SR00168,PRI_URBAN,1,Not PED,1,5,NOT-RD,10. Intersection Related - Within 150 Feet,13.60,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",2. Wet,R-VA   SR00168SBBUS001,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,6. Traffic Lanes Marked,5.Hampton Roads,4. Mist,2. No,Not YOUNG
ALCOHOL,Not UNBELTED,BIKE,5. Sideswipe - Opposite Direction,4/3/2011,4/3/2011,22. Bicycle,2244,A.Ambulatory Injury,Norfolk,Urban,22. Bicycle,9PM TO 12AM,122.Norfolk,,Not Intersection,Sunday,Not DEER,1,111360230,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,RD-UNKNOWN,8. Non-Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA122SC99999UK,3. No,Not SENIOR,Not SPEED,9PM TO 12AM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
ALCOHOL,Not UNBELTED,BIKE,2. Angle,4/3/2011,4/3/2011,22. Bicycle,200,A.Ambulatory Injury,Virginia Beach,Urban,22. Bicycle,0AM TO 3AM,134.Virginia Beach,"5,380",Intersection,Sunday,Not DEER,1,111600357,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,111600357,0,0,Not LRTRUCK,5. Darkness - Road Not Lighted,MAINLINE,MAIN,Not MOTORCYCLE,541117.  US00060       US00060      13408669,PRI_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,297.62,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA   US00060EB,3. No,Not SENIOR,Not SPEED,0AM TO 3AM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/4/2011,4/4/2011,22. Bicycle,645,C.Non-Visible Injury,Newport News,Urban,22. Bicycle,6AM TO 9AM,121.Newport News,116,Intersection,Monday,Not DEER,1,111940101,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,111940101,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,646114.  SR00143       SR00143       SR00171      12100004,PRI_URBAN,1,Not PED,1,5,NOT-RD,1. Main-Line Roadway,0.00,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA   SR00171WB,3. No,Not SENIOR,Not SPEED,6AM TO 9AM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/4/2011,4/4/2011,20. Motor Vehicle In Transport,1604,B.Visiible Injury,Hampton,Urban,20. Motor Vehicle In Transport,3PM TO 6PM,114.Hampton,,Not Intersection,Monday,Not DEER,1,111360353,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,,0,0,Not LRTRUCK,1. Dawn,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",2. Wet,U-VA114SC99999UK,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,4. Sideswipe - Same Direction,4/7/2011,4/7/2011,22. Bicycle,1400,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,12PM TO 3PM,134.Virginia Beach,,Not Intersection,Thursday,Not DEER,1,111370011,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA134SC99999UK,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/9/2011,4/9/2011,22. Bicycle,1506,B.Visiible Injury,Norfolk,Urban,22. Bicycle,3PM TO 6PM,122.Norfolk,"1,151",Intersection,Saturday,Not DEER,1,111440545,"0.Two-way, non-divided",4. Roadside,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,111440545,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483441.  SR00165       SR00165      12208621,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,36.34,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   SR00165SB,3. No,SENIOR,Not SPEED,3PM TO 6PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/10/2011,4/10/2011,22. Bicycle,845,B.Visiible Injury,James City,Urban,22. Bicycle,6AM TO 9AM,47.James City,639,Intersection,Sunday,Not DEER,1,111360591,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,111360591,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,744111.  4700615       4700615       4701685,VDOT_SEC,1,Not PED,1,5,NOT-RD,11. Intersection Related - Outside 150 Feet,1.89,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA047SC00615NB,3. No,SENIOR,Not SPEED,6AM TO 9AM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/13/2011,4/13/2011,22. Bicycle,2114,C.Non-Visible Injury,Virginia Beach,Urban,22. Bicycle,9PM TO 12AM,134.Virginia Beach,84,Intersection,Wednesday,Not DEER,1,111555175,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,111555175,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,541168.  SR00190       SR00190      13408661      13408661,SEC_URBAN,1,Not PED,1,5,NOT-RD,11. Intersection Related - Outside 150 Feet,1.17,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA134UR08661SB,3. No,Not SENIOR,Not SPEED,9PM TO 12AM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,4. Sideswipe - Same Direction,4/14/2011,4/14/2011,22. Bicycle,727,B.Visiible Injury,Chesapeake,Urban,22. Bicycle,6AM TO 9AM,131.Chesapeake,180,Intersection,Thursday,Not DEER,1,111120615,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,111120615,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483029.  US00013       US00013      13108763      13108763,PRI_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,41.44,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   US00013NB,3. No,Not SENIOR,Not SPEED,6AM TO 9AM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,12. Ped,4/15/2011,4/15/2011,22. Bicycle,1512,A.Ambulatory Injury,Norfolk,Urban,22. Bicycle,3PM TO 6PM,122.Norfolk,591,Intersection,Friday,Not DEER,1,111400003,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,111400003,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483130.  US00058       US00058      12208575      12208575,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,0.84,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA122UR08575NB,3. No,Not SENIOR,SPEED,3PM TO 6PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/17/2011,4/17/2011,22. Bicycle,1129,B.Visiible Injury,Chesapeake,Urban,22. Bicycle,9AM TO 12PM,131.Chesapeake,0,Intersection,Sunday,Not DEER,1,111380512,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,111380512,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483341.  SR00165     C1SR00168     C1SR00168,PRI_URBAN,1,Not PED,1,5,NOT-RD,10. Intersection Related - Within 150 Feet,10.27,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA   SR00168SBBUS001,3. No,Not SENIOR,Not SPEED,9AM TO 12PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/17/2011,4/17/2011,22. Bicycle,1500,A.Ambulatory Injury,Hampton,Urban,22. Bicycle,12PM TO 3PM,114.Hampton,,Not Intersection,Sunday,Not DEER,1,111380500,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,2. Curve - Level,"1. Two-Way, Not Divided",1. Dry,U-VA114SC99999UK,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/20/2011,4/20/2011,22. Bicycle,1642,C.Non-Visible Injury,Suffolk,Urban,22. Bicycle,3PM TO 6PM,133.Suffolk,,Not Intersection,Wednesday,Not DEER,1,111800588,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,10. Intersection Related - Within 150 Feet,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA133SC99999UK,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,16. Other,4/21/2011,4/21/2011,20. Motor Vehicle In Transport,1806,C.Non-Visible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,6PM TO 9PM,134.Virginia Beach,"1,637",Intersection,Thursday,Not DEER,1,111515275,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,111515275,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541088.  SR00190       SR00190       US00058       US00058,PRI_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,498.89,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   US00058EB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/23/2011,4/23/2011,19. Ped,1631,A.Ambulatory Injury,Newport News,Urban,19. Ped,3PM TO 6PM,121.Newport News,,Not Intersection,Saturday,Not DEER,1,111940229,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,1. Main-Line Roadway,,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,U-VA121SC99999UK,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/23/2011,4/23/2011,20. Motor Vehicle In Transport,1803,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,6PM TO 9PM,134.Virginia Beach,42,Intersection,Saturday,Not DEER,1,111600232,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,HIT_RUN,1,4. Four Approaches,111600232,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541275. 13400012      13400012      13400014      13408717,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,0.00,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA134UR00014NB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/24/2011,4/24/2011,20. Motor Vehicle In Transport,1955,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,6PM TO 9PM,134.Virginia Beach,201,Intersection,Sunday,Not DEER,1,111430145,"1.Divided, no control of access",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,111430145,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,541475. 13408669      13408669      13408688      13408688,SEC_URBAN,1,Not PED,1,5,NOT-RD,"13. Driveway, Alley-Access - Related",4.54,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA134UR08688WB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/24/2011,4/24/2011,20. Motor Vehicle In Transport,1250,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,12PM TO 3PM,134.Virginia Beach,"1,579",Intersection,Sunday,Not DEER,1,111245074,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,111245074,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541093. 13408723      13408723     C7US00058     C7US00058,PRI_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,3.03,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA   US00058EBBUS007,3. No,SENIOR,Not SPEED,12PM TO 3PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/26/2011,4/26/2011,22. Bicycle,1650,B.Visiible Injury,Newport News,Urban,22. Bicycle,3PM TO 6PM,121.Newport News,533,Intersection,Tuesday,Not DEER,1,111940252,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,111940252,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,716547.  SR00143       SR00143      12100017,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,16.58,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   SR00143SB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/26/2011,4/26/2011,20. Motor Vehicle In Transport,1615,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,3PM TO 6PM,134.Virginia Beach,739,Intersection,Tuesday,Not DEER,1,111450104,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,111450104,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541659. 13408684      13408719      13408719,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,0.14,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA134UR08719SB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/26/2011,4/26/2011,22. Bicycle,1540,C.Non-Visible Injury,Virginia Beach,Urban,22. Bicycle,3PM TO 6PM,134.Virginia Beach,,Not Intersection,Tuesday,Not DEER,1,111680037,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA134SC99999UK,2. Yes - With School Activity,Not SENIOR,Not SPEED,3PM TO 6PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,4. Sideswipe - Same Direction,4/27/2011,4/27/2011,22. Bicycle,1208,B.Visiible Injury,Norfolk,Urban,22. Bicycle,12PM TO 3PM,122.Norfolk,"1,267",Intersection,Wednesday,Not DEER,1,111600247,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,111600247,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483165.  US00060       US00060      12208766      12208766,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,1.42,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA122UR08766EB,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/28/2011,4/28/2011,22. Bicycle,1200,B.Visiible Injury,Chesapeake,Urban,22. Bicycle,9AM TO 12PM,131.Chesapeake,,Not Intersection,Thursday,Not DEER,1,111440026,,1. On Roadway,,Not GUARDRAIL,HIT_RUN,1,4. Four Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA131SC99999UK,3. No,Not SENIOR,Not SPEED,9AM TO 12PM,1,14. Ped Crosswalk,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,4/29/2011,4/29/2011,22. Bicycle,1715,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,3PM TO 6PM,134.Virginia Beach,,Not Intersection,Friday,Not DEER,1,111235003,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA134SC99999UK,3. No,SENIOR,Not SPEED,3PM TO 6PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
ALCOHOL,Not UNBELTED,BIKE,12. Ped,4/29/2011,4/29/2011,19. Ped,1340,A.Ambulatory Injury,Norfolk,Urban,19. Ped,12PM TO 3PM,122.Norfolk,597,Intersection,Friday,Not DEER,1,111440134,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,111440134,0,0,LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483415.  SR00168       SR00337       US00460       US00460,PRI_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,398.87,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   US00460WB,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/1/2011,5/1/2011,20. Motor Vehicle In Transport,1425,B.Visiible Injury,Norfolk,Urban,20. Motor Vehicle In Transport,12PM TO 3PM,122.Norfolk,238,Intersection,Sunday,Not DEER,1,111460056,"0.Two-way, non-divided",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,111460056,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483756.  US00460       US00460      12208569,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,401.02,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   US00460WB,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/3/2011,5/3/2011,22. Bicycle,2000,C.Non-Visible Injury,Virginia Beach,Urban,22. Bicycle,6PM TO 9PM,134.Virginia Beach,840,Intersection,Tuesday,Not DEER,1,111795252,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,111795252,0,0,Not LRTRUCK,3. Dusk,MAINLINE,MAIN,Not MOTORCYCLE,541544. 13408673      13408673      13408783,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,12.72,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA134UR08673SB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,4. Sideswipe - Same Direction,5/3/2011,5/3/2011,22. Bicycle,1725,A.Ambulatory Injury,Virginia Beach,Urban,22. Bicycle,3PM TO 6PM,134.Virginia Beach,"10,914",Intersection,Tuesday,Not DEER,1,111375213,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,111375213,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541117.  US00060       US00060      13408669,PRI_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,296.84,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   US00060WB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
